Fx_mean,Fx_std,Fx_max,Fx_min,Fx_kurtosis,Fx_skewness,Fx_peak_to_peak,Fx_p25,Fx_p75,Fx_mean_freq,Fy_mean,Fy_std,Fy_max,Fy_min,Fy_kurtosis,Fy_skewness,Fy_peak_to_peak,Fy_p25,Fy_p75,Fy_mean_freq,Fz_mean,Fz_std,Fz_max,Fz_min,Fz_kurtosis,Fz_skewness,Fz_peak_to_peak,Fz_p25,Fz_p75,Fz_mean_freq,Mz_mean,Mz_std,Mz_max,Mz_min,Mz_kurtosis,Mz_skewness,Mz_peak_to_peak,Mz_p25,Mz_p75,Mz_mean_freq
1.0798507186693085,14.28488280109886,28.31277141,-29.82539502,-1.5315977010222983,0.0112231972416438,58.13816643,-14.46633473,16.7553297,471.6600058635532,0.8031465265025025,10.400269931986644,29.40476543,-20.31926983,-1.4116230595828163,0.027431370450652,49.72403526,-9.75582665,11.81029255,513.2935145134237,11.832783415065958,2.9360199951383827,24.28426318,0.20807438,-0.1583614887665443,-0.0365813926786341,24.0761888,9.83201079,13.80474524,432.1857576025239,0.0863224643900705,0.0249539190416939,0.16469584,-0.00707453,-0.3503559160096192,-0.0662955540999799,0.17177037,0.06921942,0.10387866,362.6321809510767
1.4242473448607058,14.147817187202335,26.60596714,-23.0210661,-1.5465101642061554,0.0460218902484984,49.62703324,-13.82001534,17.22399196,501.3449780974253,0.4844521774936667,10.348468117871176,21.52142078,-18.99066418,-1.4397875178681303,0.1198875179614123,40.51208496,-10.16999405,11.55852253,550.3297548781574,19.15625896656097,3.9397088883566336,32.04989581,9.12901645,-0.4999417396752421,0.2354309250201853,22.92087936,15.99547152,21.91915088,464.3888287312084,0.0829456173720978,0.0259624214271976,0.16970944,-0.0062026,-0.4658130205078188,0.1278187479334533,0.17591204,0.0631159,0.10082691,385.72448394222346
0.8891174615724006,14.382101518130264,27.42885265,-23.40362492,-1.5458884654422589,0.0869946065782599,50.832477569999995,-14.42164746,16.88066921,520.8285460011272,0.1046382995908831,10.59156230306909,20.89254124,-20.60482662,-1.4386714904584803,0.0390968723195643,41.49736786,-10.75745743,11.19340069,534.8057665356112,30.60336042761404,4.393375849883016,52.87814288,19.42324977,-0.4989003895126367,0.1385548889368177,33.45489311,27.24337916,33.81555514,462.67316997845654,0.0827470011624341,0.0250581679357791,0.17494102,-0.00554865,-0.5844488625201261,0.0402454737197417,0.18048967,0.06355186,0.10169884,389.06360176384936
0.6781105781516368,14.260889668740507,25.93567142,-24.02051678,-1.5410897066426974,0.0119736700037244,49.9561882,-14.72900334,16.4504261925,503.8857095506445,0.3676950525763087,10.50698379187041,19.89963085,-19.71872585,-1.4642049638659542,0.0282513507213047,39.6183567,-10.56236332,11.50402672,520.1963364810827,43.3209898218306,4.25628553460772,54.94897799,31.94635348,-0.7223957554705556,-0.011077687019628,23.002624510000004,40.07710986,46.55664401,491.35755720530767,0.0830997957543213,0.0235239699229444,0.16534978,0.00099083,-0.5742437386243564,-0.0242407545288506,0.16435895,0.06507774,0.10060892,411.2905820503182
0.8730897345815762,13.950183245426135,25.79289112,-22.15349522,-1.5517404227052842,0.0703126364305954,47.94638634,-14.11974183,16.56132373,484.8739135786791,0.2657538872455087,10.278149032618304,20.85330517,-19.46368664,-1.429800673498835,0.1036074132684172,40.31699181,-10.40105599,11.16942245,565.5007312612627,56.0457068291255,4.145418980827812,75.78267245,45.8699985,-0.4345140721625311,0.1230844903167315,29.91267395000001,52.97623782,59.10699801,436.5208297639871,0.0835386207373295,0.0239890645939006,0.16491382,-0.00881839,-0.5508798626345475,0.0564797275492229,0.17373221,0.06551371,0.10104489,401.38351112403234
0.490606937344795,13.04596761362826,28.72475872,-31.26081219,-1.1814923873387535,0.0963159305916346,59.98557091,-12.78132763,14.34225997,521.5250094736131,0.745469751141735,9.860563424862994,27.96498997,-25.40589588,-1.0033489050949225,0.061166023100799,53.37088585,-7.69916027,9.97378761,472.83273416141617,66.64266482338802,4.705203463298439,81.39573245,56.37676577,-0.9938653914141536,0.1594025898874598,25.01896668,62.44213443,70.46390109,415.6674843873988,0.0757272575330568,0.036636648952187,0.18453226,-0.03824605,-0.2974686140343303,-0.4809231958200546,0.22277831,0.05483256,0.10148085,347.1521476183714
1.0119165456363826,14.425423213992746,27.37326679,-26.91205731,-1.4066666820639924,0.0530379001509943,54.2853241,-13.96061459,17.07576427,467.4440212732845,0.9297548829869317,11.069793308784975,25.18898136,-20.48711651,-1.299924409944803,0.1155745633397712,45.67609787,-10.22448986,12.55361301,537.1511246619623,74.41595121886182,2.9548659165226874,86.18045382,65.85901217,0.030319106629352,0.4150656961393996,20.321441649999997,72.30585055,76.31128268,450.5877206579981,0.0850666900188455,0.0256320384156292,0.17210725,-0.0062026,-0.4319245916016165,0.1142444632452503,0.17830985,0.06573169,0.10235278,398.5730155336613
0.6389579680574091,14.64793728682944,29.24791774,-25.68045559,-1.4141496611225508,0.1474713656249323,54.92837333,-14.71919384,16.83925304,533.1124717797569,0.4273184970038772,11.164874225360196,24.66691143,-22.61789768,-1.2856872468790936,0.0895827668235977,47.28480911,-10.8754410125,11.8269129425,509.2482284212745,80.11694158865433,3.0643971333896385,91.42293124,72.03337436,-0.1779018322899856,0.2755058183818412,19.38955688,77.95704989,82.10962252,462.3635659975966,0.0843250388619722,0.0259869052142351,0.17712085,-0.00467672,-0.4610467427899003,0.1209728081896057,0.18179757,0.06485976,0.10322472,394.77240502312617
0.5386443236142778,14.53050271147477,28.85336933,-25.88208905,-1.4111468330300498,0.0577667580833879,54.73545838,-14.82382622,16.52753696,459.379486347863,0.755141952507994,11.035834998534868,23.54648144,-20.82825916,-1.318046788215144,0.0651921168480282,44.3747406,-10.39342659,12.38467628,566.9969507846571,85.81856236103825,2.582979513007874,95.87523227,77.17776828,-0.1920713681829333,0.1453922175978907,18.697463990000003,84.00062136,87.52649264,438.0385178707567,0.0852997914393623,0.0241674501293017,0.17494102,0.00426057,-0.5172428806861316,0.0657314142167684,0.17068045,0.06682161,0.10322472,401.3774471504352
0.4871898956146407,13.816738655838297,27.57599124,-24.89898625,-1.3464319611169944,0.137729509768999,52.47497749,-14.0415402925,15.87249813,509.99222363301305,0.5501878479627956,10.573322022361076,23.0385812,-19.37213391,-1.2046181566416678,0.1427569412940474,42.41071511,-9.99778813,11.107570475,525.8990393238689,91.05665185775784,2.7556500640817982,102.20218234,82.42570071,0.0048284814563883,0.3909536407176207,19.776481629999992,89.07962374,92.78532748,427.2066297361085,0.0831953990973091,0.0284830204017991,0.17210725,-0.02473113,0.2077171747211719,-0.3795612991693231,0.1968383799999999,0.06529573,0.10300673,396.1958828009895
